,County,Station,YYYYMMDD,ToM,Daily Average,Validity,Date,Year,Month,Day,Day Number,Decimal Year
100,Ηράκλειο,IRA,20160410,00:00,28,1,2016-04-10,2016,4,10,101,2016.2745901639344
101,Ηράκλειο,IRA,20160411,00:00,18,1,2016-04-11,2016,4,11,102,2016.2773224043715
102,Ηράκλειο,IRA,20160412,00:00,19,1,2016-04-12,2016,4,12,103,2016.2800546448088
103,Ηράκλειο,IRA,20160413,00:00,17,1,2016-04-13,2016,4,13,104,2016.282786885246
104,Ηράκλειο,IRA,20160414,00:00,30,1,2016-04-14,2016,4,14,105,2016.285519125683
105,Ηράκλειο,IRA,20160415,00:00,61,1,2016-04-15,2016,4,15,106,2016.2882513661202
106,Ηράκλειο,IRA,20160416,00:00,55,1,2016-04-16,2016,4,16,107,2016.2909836065573
107,Ηράκλειο,IRA,20160417,00:00,49,1,2016-04-17,2016,4,17,108,2016.2937158469945
108,Ηράκλειο,IRA,20160418,00:00,37,1,2016-04-18,2016,4,18,109,2016.2964480874316
109,Ηράκλειο,IRA,20160419,00:00,32,1,2016-04-19,2016,4,19,110,2016.299180327869
110,Ηράκλειο,IRA,20160420,00:00,35,1,2016-04-20,2016,4,20,111,2016.301912568306
111,Ηράκλειο,IRA,20160421,00:00,35,1,2016-04-21,2016,4,21,112,2016.3046448087432
112,Ηράκλειο,IRA,20160422,00:00,23,1,2016-04-22,2016,4,22,113,2016.3073770491803
113,Ηράκλειο,IRA,20160423,00:00,22,1,2016-04-23,2016,4,23,114,2016.3101092896175
114,Ηράκλειο,IRA,20160424,00:00,36,1,2016-04-24,2016,4,24,115,2016.3128415300546
115,Ηράκλειο,IRA,20160425,00:00,23,1,2016-04-25,2016,4,25,116,2016.3155737704917
116,Ηράκλειο,IRA,20160426,00:00,26,1,2016-04-26,2016,4,26,117,2016.318306010929
117,Ηράκλειο,IRA,20160427,00:00,18,1,2016-04-27,2016,4,27,118,2016.3210382513662
118,Ηράκλειο,IRA,20160428,00:00,15,1,2016-04-28,2016,4,28,119,2016.3237704918033
119,Ηράκλειο,IRA,20160429,00:00,22,1,2016-04-29,2016,4,29,120,2016.3265027322404
120,Ηράκλειο,IRA,20160430,00:00,37,1,2016-04-30,2016,4,30,121,2016.3292349726776
121,Ηράκλειο,IRA,20160501,00:00,20,1,2016-05-01,2016,5,1,122,2016.3319672131147
122,Ηράκλειο,IRA,20160502,00:00,16,1,2016-05-02,2016,5,2,123,2016.3346994535518
123,Ηράκλειο,IRA,20160503,00:00,21,1,2016-05-03,2016,5,3,124,2016.3374316939892
124,Ηράκλειο,IRA,20160504,00:00,13,1,2016-05-04,2016,5,4,125,2016.3401639344263
125,Ηράκλειο,IRA,20160505,00:00,12,1,2016-05-05,2016,5,5,126,2016.3428961748634
126,Ηράκλειο,IRA,20160506,00:00,10,1,2016-05-06,2016,5,6,127,2016.3456284153006
127,Ηράκλειο,IRA,20160507,00:00,16,1,2016-05-07,2016,5,7,128,2016.3483606557377
128,Ηράκλειο,IRA,20160508,00:00,12,1,2016-05-08,2016,5,8,129,2016.3510928961748
129,Ηράκλειο,IRA,20160509,00:00,16,1,2016-05-09,2016,5,9,130,2016.353825136612
130,Ηράκλειο,IRA,20160510,00:00,27,1,2016-05-10,2016,5,10,131,2016.3565573770493
131,Ηράκλειο,IRA,20160511,00:00,18,1,2016-05-11,2016,5,11,132,2016.3592896174864
132,Ηράκλειο,IRA,20160512,00:00,84,1,2016-05-12,2016,5,12,133,2016.3620218579235
133,Ηράκλειο,IRA,20160513,00:00,116,1,2016-05-13,2016,5,13,134,2016.3647540983607
134,Ηράκλειο,IRA,20160514,00:00,73,1,2016-05-14,2016,5,14,135,2016.3674863387978
135,Ηράκλειο,IRA,20160515,00:00,70,1,2016-05-15,2016,5,15,136,2016.370218579235
136,Ηράκλειο,IRA,20160516,00:00,30,1,2016-05-16,2016,5,16,137,2016.372950819672
137,Ηράκλειο,IRA,20160517,00:00,20,1,2016-05-17,2016,5,17,138,2016.3756830601094
138,Ηράκλειο,IRA,20160518,00:00,17,1,2016-05-18,2016,5,18,139,2016.3784153005465
139,Ηράκλειο,IRA,20160519,00:00,15,1,2016-05-19,2016,5,19,140,2016.3811475409836
140,Ηράκλειο,IRA,20160520,00:00,15,1,2016-05-20,2016,5,20,141,2016.3838797814208
141,Ηράκλειο,IRA,20160521,00:00,92,1,2016-05-21,2016,5,21,142,2016.386612021858
142,Ηράκλειο,IRA,20160522,00:00,21,1,2016-05-22,2016,5,22,143,2016.389344262295
143,Ηράκλειο,IRA,20160523,00:00,21,1,2016-05-23,2016,5,23,144,2016.3920765027322
144,Ηράκλειο,IRA,20160524,00:00,20,1,2016-05-24,2016,5,24,145,2016.3948087431695
151,Ηράκλειο,IRA,20160531,00:00,30,1,2016-05-31,2016,5,31,152,2016.4139344262296
152,Ηράκλειο,IRA,20160601,00:00,47,1,2016-06-01,2016,6,1,153,2016.4166666666667
153,Ηράκλειο,IRA,20160602,00:00,35,1,2016-06-02,2016,6,2,154,2016.4193989071039
154,Ηράκλειο,IRA,20160603,00:00,26,1,2016-06-03,2016,6,3,155,2016.422131147541
155,Ηράκλειο,IRA,20160604,00:00,20,1,2016-06-04,2016,6,4,156,2016.4248633879781
156,Ηράκλειο,IRA,20160605,00:00,14,1,2016-06-05,2016,6,5,157,2016.4275956284152
157,Ηράκλειο,IRA,20160606,00:00,17,1,2016-06-06,2016,6,6,158,2016.4303278688524
158,Ηράκλειο,IRA,20160607,00:00,14,1,2016-06-07,2016,6,7,159,2016.4330601092897
159,Ηράκλειο,IRA,20160608,00:00,21,1,2016-06-08,2016,6,8,160,2016.4357923497269
160,Ηράκλειο,IRA,20160609,00:00,18,1,2016-06-09,2016,6,9,161,2016.438524590164
161,Ηράκλειο,IRA,20160610,00:00,16,1,2016-06-10,2016,6,10,162,2016.441256830601
349,Ηράκλειο,IRA,20161215,00:00,31,1,2016-12-15,2016,12,15,351,2016.957650273224
350,Ηράκλειο,IRA,20161216,00:00,20,1,2016-12-16,2016,12,16,352,2016.9603825136612
351,Ηράκλειο,IRA,20161217,00:00,21,1,2016-12-17,2016,12,17,353,2016.9631147540983
352,Ηράκλειο,IRA,20161218,00:00,16,1,2016-12-18,2016,12,18,354,2016.9658469945355
353,Ηράκλειο,IRA,20161219,00:00,20,1,2016-12-19,2016,12,19,355,2016.9685792349726
355,Ηράκλειο,IRA,20161221,00:00,22,1,2016-12-21,2016,12,21,357,2016.974043715847
356,Ηράκλειο,IRA,20161222,00:00,42,1,2016-12-22,2016,12,22,358,2016.9767759562842
357,Ηράκλειο,IRA,20161223,00:00,28,1,2016-12-23,2016,12,23,359,2016.9795081967213
358,Ηράκλειο,IRA,20161224,00:00,43,1,2016-12-24,2016,12,24,360,2016.9822404371585
359,Ηράκλειο,IRA,20161225,00:00,33,1,2016-12-25,2016,12,25,361,2016.9849726775956
360,Ηράκλειο,IRA,20161226,00:00,20,1,2016-12-26,2016,12,26,362,2016.9877049180327
361,Ηράκλειο,IRA,20161227,00:00,26,1,2016-12-27,2016,12,27,363,2016.99043715847
362,Ηράκλειο,IRA,20161228,00:00,22,1,2016-12-28,2016,12,28,364,2016.9931693989072
363,Ηράκλειο,IRA,20161229,00:00,18,1,2016-12-29,2016,12,29,365,2016.9959016393443
364,Ηράκλειο,IRA,20161230,00:00,23,1,2016-12-30,2016,12,30,366,2016.9986338797814
365,Ηράκλειο,IRA,20161231,00:00,18,1,2016-12-31,2016,12,31,367,2017.0013661202186
