,County,Station,YYYYMMDD,ToM,Daily Average,Validity,Date,Year,Month,Day,Day Number,Decimal Year
183,Λάρισσα,LAR,20070703,00:00,45,1,2007-07-03,2007,7,3,184,2007.5027397260274
184,Λάρισσα,LAR,20070704,00:00,54,1,2007-07-04,2007,7,4,185,2007.5054794520547
185,Λάρισσα,LAR,20070705,00:00,35,1,2007-07-05,2007,7,5,186,2007.5082191780823
186,Λάρισσα,LAR,20070706,00:00,29,1,2007-07-06,2007,7,6,187,2007.5109589041097
187,Λάρισσα,LAR,20070707,00:00,32,1,2007-07-07,2007,7,7,188,2007.513698630137
188,Λάρισσα,LAR,20070708,00:00,35,1,2007-07-08,2007,7,8,189,2007.5164383561644
189,Λάρισσα,LAR,20070709,00:00,58,1,2007-07-09,2007,7,9,190,2007.5191780821917
190,Λάρισσα,LAR,20070710,00:00,66,1,2007-07-10,2007,7,10,191,2007.521917808219
191,Λάρισσα,LAR,20070711,00:00,55,1,2007-07-11,2007,7,11,192,2007.5246575342467
192,Λάρισσα,LAR,20070712,00:00,35,1,2007-07-12,2007,7,12,193,2007.527397260274
193,Λάρισσα,LAR,20070713,00:00,34,1,2007-07-13,2007,7,13,194,2007.5301369863014
194,Λάρισσα,LAR,20070714,00:00,38,1,2007-07-14,2007,7,14,195,2007.5328767123287
195,Λάρισσα,LAR,20070715,00:00,37,1,2007-07-15,2007,7,15,196,2007.535616438356
196,Λάρισσα,LAR,20070716,00:00,50,1,2007-07-16,2007,7,16,197,2007.5383561643835
237,Λάρισσα,LAR,20070826,00:00,61,1,2007-08-26,2007,8,26,238,2007.650684931507
238,Λάρισσα,LAR,20070827,00:00,72,1,2007-08-27,2007,8,27,239,2007.6534246575343
239,Λάρισσα,LAR,20070828,00:00,36,1,2007-08-28,2007,8,28,240,2007.6561643835616
240,Λάρισσα,LAR,20070829,00:00,60,1,2007-08-29,2007,8,29,241,2007.658904109589
241,Λάρισσα,LAR,20070830,00:00,58,1,2007-08-30,2007,8,30,242,2007.6616438356164
242,Λάρισσα,LAR,20070831,00:00,86,1,2007-08-31,2007,8,31,243,2007.664383561644
243,Λάρισσα,LAR,20070901,00:00,59,1,2007-09-01,2007,9,1,244,2007.6671232876713
244,Λάρισσα,LAR,20070902,00:00,49,1,2007-09-02,2007,9,2,245,2007.6698630136987
245,Λάρισσα,LAR,20070903,00:00,28,1,2007-09-03,2007,9,3,246,2007.672602739726
246,Λάρισσα,LAR,20070904,00:00,35,1,2007-09-04,2007,9,4,247,2007.6753424657534
247,Λάρισσα,LAR,20070905,00:00,28,1,2007-09-05,2007,9,5,248,2007.6780821917807
248,Λάρισσα,LAR,20070906,00:00,14,1,2007-09-06,2007,9,6,249,2007.6808219178083
249,Λάρισσα,LAR,20070907,00:00,20,1,2007-09-07,2007,9,7,250,2007.6835616438357
250,Λάρισσα,LAR,20070908,00:00,20,1,2007-09-08,2007,9,8,251,2007.686301369863
251,Λάρισσα,LAR,20070909,00:00,23,1,2007-09-09,2007,9,9,252,2007.6890410958904
252,Λάρισσα,LAR,20070910,00:00,28,1,2007-09-10,2007,9,10,253,2007.6917808219177
253,Λάρισσα,LAR,20070911,00:00,32,1,2007-09-11,2007,9,11,254,2007.694520547945
254,Λάρισσα,LAR,20070912,00:00,43,1,2007-09-12,2007,9,12,255,2007.6972602739727
255,Λάρισσα,LAR,20070913,00:00,25,1,2007-09-13,2007,9,13,256,2007.7
256,Λάρισσα,LAR,20070914,00:00,34,1,2007-09-14,2007,9,14,257,2007.7027397260274
257,Λάρισσα,LAR,20070915,00:00,40,1,2007-09-15,2007,9,15,258,2007.7054794520548
258,Λάρισσα,LAR,20070916,00:00,32,1,2007-09-16,2007,9,16,259,2007.7082191780821
259,Λάρισσα,LAR,20070917,00:00,40,1,2007-09-17,2007,9,17,260,2007.7109589041097
260,Λάρισσα,LAR,20070918,00:00,48,1,2007-09-18,2007,9,18,261,2007.713698630137
261,Λάρισσα,LAR,20070919,00:00,59,1,2007-09-19,2007,9,19,262,2007.7164383561644
262,Λάρισσα,LAR,20070920,00:00,40,1,2007-09-20,2007,9,20,263,2007.7191780821918
263,Λάρισσα,LAR,20070921,00:00,23,1,2007-09-21,2007,9,21,264,2007.7219178082191
264,Λάρισσα,LAR,20070922,00:00,22,1,2007-09-22,2007,9,22,265,2007.7246575342465
265,Λάρισσα,LAR,20070923,00:00,33,1,2007-09-23,2007,9,23,266,2007.727397260274
266,Λάρισσα,LAR,20070924,00:00,36,1,2007-09-24,2007,9,24,267,2007.7301369863014
267,Λάρισσα,LAR,20070925,00:00,52,1,2007-09-25,2007,9,25,268,2007.7328767123288
268,Λάρισσα,LAR,20070926,00:00,36,1,2007-09-26,2007,9,26,269,2007.7356164383561
269,Λάρισσα,LAR,20070927,00:00,42,1,2007-09-27,2007,9,27,270,2007.7383561643835
270,Λάρισσα,LAR,20070928,00:00,49,1,2007-09-28,2007,9,28,271,2007.7410958904109
271,Λάρισσα,LAR,20070929,00:00,44,1,2007-09-29,2007,9,29,272,2007.7438356164384
272,Λάρισσα,LAR,20070930,00:00,47,1,2007-09-30,2007,9,30,273,2007.7465753424658
273,Λάρισσα,LAR,20071001,00:00,50,1,2007-10-01,2007,10,1,274,2007.7493150684932
274,Λάρισσα,LAR,20071002,00:00,46,1,2007-10-02,2007,10,2,275,2007.7520547945205
275,Λάρισσα,LAR,20071003,00:00,64,1,2007-10-03,2007,10,3,276,2007.7547945205479
276,Λάρισσα,LAR,20071004,00:00,71,1,2007-10-04,2007,10,4,277,2007.7575342465752
277,Λάρισσα,LAR,20071005,00:00,85,1,2007-10-05,2007,10,5,278,2007.7602739726028
278,Λάρισσα,LAR,20071006,00:00,58,1,2007-10-06,2007,10,6,279,2007.7630136986302
279,Λάρισσα,LAR,20071007,00:00,65,1,2007-10-07,2007,10,7,280,2007.7657534246575
280,Λάρισσα,LAR,20071008,00:00,61,1,2007-10-08,2007,10,8,281,2007.768493150685
281,Λάρισσα,LAR,20071009,00:00,59,1,2007-10-09,2007,10,9,282,2007.7712328767122
282,Λάρισσα,LAR,20071010,00:00,43,1,2007-10-10,2007,10,10,283,2007.7739726027398
283,Λάρισσα,LAR,20071011,00:00,36,1,2007-10-11,2007,10,11,284,2007.7767123287672
284,Λάρισσα,LAR,20071012,00:00,30,1,2007-10-12,2007,10,12,285,2007.7794520547945
285,Λάρισσα,LAR,20071013,00:00,25,1,2007-10-13,2007,10,13,286,2007.782191780822
286,Λάρισσα,LAR,20071014,00:00,22,1,2007-10-14,2007,10,14,287,2007.7849315068493
287,Λάρισσα,LAR,20071015,00:00,24,1,2007-10-15,2007,10,15,288,2007.7876712328766
288,Λάρισσα,LAR,20071016,00:00,48,1,2007-10-16,2007,10,16,289,2007.7904109589042
289,Λάρισσα,LAR,20071017,00:00,72,1,2007-10-17,2007,10,17,290,2007.7931506849316
290,Λάρισσα,LAR,20071018,00:00,100,1,2007-10-18,2007,10,18,291,2007.795890410959
291,Λάρισσα,LAR,20071019,00:00,95,1,2007-10-19,2007,10,19,292,2007.7986301369863
292,Λάρισσα,LAR,20071020,00:00,34,1,2007-10-20,2007,10,20,293,2007.8013698630136
293,Λάρισσα,LAR,20071021,00:00,21,1,2007-10-21,2007,10,21,294,2007.804109589041
294,Λάρισσα,LAR,20071022,00:00,20,1,2007-10-22,2007,10,22,295,2007.8068493150686
295,Λάρισσα,LAR,20071023,00:00,31,1,2007-10-23,2007,10,23,296,2007.809589041096
296,Λάρισσα,LAR,20071024,00:00,30,1,2007-10-24,2007,10,24,297,2007.8123287671233
297,Λάρισσα,LAR,20071025,00:00,40,1,2007-10-25,2007,10,25,298,2007.8150684931506
298,Λάρισσα,LAR,20071026,00:00,45,1,2007-10-26,2007,10,26,299,2007.817808219178
299,Λάρισσα,LAR,20071027,00:00,40,1,2007-10-27,2007,10,27,300,2007.8205479452056
300,Λάρισσα,LAR,20071028,00:00,51,1,2007-10-28,2007,10,28,301,2007.823287671233
301,Λάρισσα,LAR,20071029,00:00,53,1,2007-10-29,2007,10,29,302,2007.8260273972603
302,Λάρισσα,LAR,20071030,00:00,37,1,2007-10-30,2007,10,30,303,2007.8287671232877
303,Λάρισσα,LAR,20071031,00:00,44,1,2007-10-31,2007,10,31,304,2007.831506849315
304,Λάρισσα,LAR,20071101,00:00,53,1,2007-11-01,2007,11,1,305,2007.8342465753424
305,Λάρισσα,LAR,20071102,00:00,35,1,2007-11-02,2007,11,2,306,2007.83698630137
306,Λάρισσα,LAR,20071103,00:00,23,1,2007-11-03,2007,11,3,307,2007.8397260273973
307,Λάρισσα,LAR,20071104,00:00,34,1,2007-11-04,2007,11,4,308,2007.8424657534247
308,Λάρισσα,LAR,20071105,00:00,28,1,2007-11-05,2007,11,5,309,2007.845205479452
309,Λάρισσα,LAR,20071106,00:00,24,1,2007-11-06,2007,11,6,310,2007.8479452054794
310,Λάρισσα,LAR,20071107,00:00,31,1,2007-11-07,2007,11,7,311,2007.8506849315067
311,Λάρισσα,LAR,20071108,00:00,45,1,2007-11-08,2007,11,8,312,2007.8534246575343
312,Λάρισσα,LAR,20071109,00:00,59,1,2007-11-09,2007,11,9,313,2007.8561643835617
313,Λάρισσα,LAR,20071110,00:00,27,1,2007-11-10,2007,11,10,314,2007.858904109589
314,Λάρισσα,LAR,20071111,00:00,15,1,2007-11-11,2007,11,11,315,2007.8616438356164
315,Λάρισσα,LAR,20071112,00:00,44,1,2007-11-12,2007,11,12,316,2007.8643835616438
316,Λάρισσα,LAR,20071113,00:00,25,1,2007-11-13,2007,11,13,317,2007.8671232876711
317,Λάρισσα,LAR,20071114,00:00,21,1,2007-11-14,2007,11,14,318,2007.8698630136987
318,Λάρισσα,LAR,20071115,00:00,39,1,2007-11-15,2007,11,15,319,2007.872602739726
319,Λάρισσα,LAR,20071116,00:00,37,1,2007-11-16,2007,11,16,320,2007.8753424657534
383,Λάρισσα,LAR,20080119,00:00,89,1,2008-01-19,2008,1,19,19,2008.0505464480875
384,Λάρισσα,LAR,20080120,00:00,78,1,2008-01-20,2008,1,20,20,2008.0532786885246
385,Λάρισσα,LAR,20080121,00:00,97,1,2008-01-21,2008,1,21,21,2008.0560109289618
386,Λάρισσα,LAR,20080122,00:00,97,1,2008-01-22,2008,1,22,22,2008.058743169399
387,Λάρισσα,LAR,20080123,00:00,38,1,2008-01-23,2008,1,23,23,2008.061475409836
388,Λάρισσα,LAR,20080124,00:00,23,1,2008-01-24,2008,1,24,24,2008.0642076502731
389,Λάρισσα,LAR,20080125,00:00,42,1,2008-01-25,2008,1,25,25,2008.0669398907103
390,Λάρισσα,LAR,20080126,00:00,66,1,2008-01-26,2008,1,26,26,2008.0696721311476
391,Λάρισσα,LAR,20080127,00:00,60,1,2008-01-27,2008,1,27,27,2008.0724043715848
392,Λάρισσα,LAR,20080128,00:00,43,1,2008-01-28,2008,1,28,28,2008.0751366120219
393,Λάρισσα,LAR,20080129,00:00,33,1,2008-01-29,2008,1,29,29,2008.077868852459
394,Λάρισσα,LAR,20080130,00:00,46,1,2008-01-30,2008,1,30,30,2008.0806010928961
395,Λάρισσα,LAR,20080131,00:00,64,1,2008-01-31,2008,1,31,31,2008.0833333333333
396,Λάρισσα,LAR,20080201,00:00,85,1,2008-02-01,2008,2,1,32,2008.0860655737704
397,Λάρισσα,LAR,20080202,00:00,74,1,2008-02-02,2008,2,2,33,2008.0887978142077
398,Λάρισσα,LAR,20080203,00:00,71,1,2008-02-03,2008,2,3,34,2008.0915300546449
399,Λάρισσα,LAR,20080204,00:00,61,1,2008-02-04,2008,2,4,35,2008.094262295082
400,Λάρισσα,LAR,20080205,00:00,61,1,2008-02-05,2008,2,5,36,2008.0969945355191
401,Λάρισσα,LAR,20080206,00:00,28,1,2008-02-06,2008,2,6,37,2008.0997267759562
402,Λάρισσα,LAR,20080207,00:00,57,1,2008-02-07,2008,2,7,38,2008.1024590163934
403,Λάρισσα,LAR,20080208,00:00,36,1,2008-02-08,2008,2,8,39,2008.1051912568305
404,Λάρισσα,LAR,20080209,00:00,30,1,2008-02-09,2008,2,9,40,2008.1079234972678
405,Λάρισσα,LAR,20080210,00:00,33,1,2008-02-10,2008,2,10,41,2008.110655737705
406,Λάρισσα,LAR,20080211,00:00,31,1,2008-02-11,2008,2,11,42,2008.113387978142
407,Λάρισσα,LAR,20080212,00:00,27,1,2008-02-12,2008,2,12,43,2008.1161202185792
408,Λάρισσα,LAR,20080213,00:00,52,1,2008-02-13,2008,2,13,44,2008.1188524590164
409,Λάρισσα,LAR,20080214,00:00,71,1,2008-02-14,2008,2,14,45,2008.1215846994535
410,Λάρισσα,LAR,20080215,00:00,91,1,2008-02-15,2008,2,15,46,2008.1243169398906
411,Λάρισσα,LAR,20080216,00:00,44,1,2008-02-16,2008,2,16,47,2008.127049180328
412,Λάρισσα,LAR,20080217,00:00,39,1,2008-02-17,2008,2,17,48,2008.129781420765
413,Λάρισσα,LAR,20080218,00:00,44,1,2008-02-18,2008,2,18,49,2008.1325136612022
414,Λάρισσα,LAR,20080219,00:00,100,1,2008-02-19,2008,2,19,50,2008.1352459016393
415,Λάρισσα,LAR,20080220,00:00,92,1,2008-02-20,2008,2,20,51,2008.1379781420765
416,Λάρισσα,LAR,20080221,00:00,55,1,2008-02-21,2008,2,21,52,2008.1407103825136
417,Λάρισσα,LAR,20080222,00:00,45,1,2008-02-22,2008,2,22,53,2008.1434426229507
418,Λάρισσα,LAR,20080223,00:00,49,1,2008-02-23,2008,2,23,54,2008.146174863388
419,Λάρισσα,LAR,20080224,00:00,40,1,2008-02-24,2008,2,24,55,2008.1489071038252
420,Λάρισσα,LAR,20080225,00:00,56,1,2008-02-25,2008,2,25,56,2008.1516393442623
421,Λάρισσα,LAR,20080226,00:00,88,1,2008-02-26,2008,2,26,57,2008.1543715846994
422,Λάρισσα,LAR,20080227,00:00,58,1,2008-02-27,2008,2,27,58,2008.1571038251366
423,Λάρισσα,LAR,20080228,00:00,67,1,2008-02-28,2008,2,28,59,2008.1598360655737
424,Λάρισσα,LAR,20080229,00:00,56,1,2008-02-29,2008,2,29,60,2008.1625683060108
425,Λάρισσα,LAR,20080301,00:00,52,1,2008-03-01,2008,3,1,61,2008.1653005464482
426,Λάρισσα,LAR,20080302,00:00,22,1,2008-03-02,2008,3,2,62,2008.1680327868853
427,Λάρισσα,LAR,20080303,00:00,27,1,2008-03-03,2008,3,3,63,2008.1707650273224
428,Λάρισσα,LAR,20080304,00:00,41,1,2008-03-04,2008,3,4,64,2008.1734972677596
